,Season_fc_Race_ID,Season,Date,Date_Start,Date_End,fc_Race_ID,fc_Race_Name,Category,Gender,fc_Race_Location_Code,fc_Race_Winner_Rider_ID,Race_Winner_Name
515,2023_8523,2023,01.10,2023/10/01,2023/10/01,8523,Oita Urban Classic,1.2,Men,JPN,0,Future Race
516,2023_18939,2023,01.10,2023/10/01,2023/10/01,18939,Trofeo Baracchi,1.2,Women,ITA,0,Future Race
517,2023_390,2023,01.10,2023/10/01,2023/10/01,390,Piccolo Giro di Lombardia,1.2U,Men,ITA,0,Future Race
518,2023_196,2023,02.10,2023/10/02,2023/10/02,196,Coppa Bernocchi,1.Pro,Men,ITA,0,Future Race
519,2023_159,2023,03.10,2023/10/03,2023/10/03,159,Binche-Chimay-Binche,1.1,Men,BEL,0,Future Race
520,2023_15070,2023,03.10,2023/10/03,2023/10/03,15070,Binche-Chimay-Binche pour Dames,1.1,Women,BEL,0,Future Race
521,2023_13689,2023,03.10,2023/10/03,2023/10/03,13689,Tre Valli Varesine Women,1.1,Women,ITA,0,Future Race
522,2023_158,2023,03.10,2023/10/03,2023/10/03,158,Munsterland Giro,1.Pro,Men,GER,0,Future Race
523,2023_190,2023,03.10,2023/10/03,2023/10/03,190,Tre Valli Varesine,1.Pro,Men,ITA,0,Future Race
524,2023_16523,2023,04.10,2023/10/04,2023/10/04,16523,Bloeizone Elfsteden Fryslan,1.1,Men,NED,0,Future Race
525,2023_11847,2023,04.10-08.10,2023/10/04,2023/10/08,11847,Tour of Peninsula,2.1,Men,MAS,0,Future Race
526,2023_16540,2023,04.10-08.10,2023/10/04,2023/10/08,16540,International Syrian Tour,2.2,Men,SYR,0,Future Race
527,2023_16626,2023,04.10-08.10,2023/10/04,2023/10/08,16626,International Syrian Tour,2.2,Women,SYR,0,Future Race
528,2023_157,2023,05.10,2023/10/05,2023/10/05,157,Paris - Bourges,1.1,Men,FRA,0,Future Race
529,2023_61,2023,05.10,2023/10/05,2023/10/05,61,Gran Piemonte,1.Pro,Men,ITA,0,Future Race
530,2023_139,2023,05.10-09.10,2023/10/05,2023/10/09,139,Tour of Hainan,2.Pro,Men,CHN,0,Future Race
531,2023_24,2023,07.10,2023/10/07,2023/10/07,24,Il Lombardia,1.UWT,Men,ITA,0,Future Race
532,2023_18945,2023,07.10-09.10,2023/10/07,2023/10/09,18945,Tour de Kyushu,2.1,Men,JPN,0,Future Race
533,2023_238,2023,08.10,2023/10/08,2023/10/08,238,Paris - Tours,1.2U,Men,FRA,0,Future Race
534,2023_28,2023,08.10,2023/10/08,2023/10/08,28,Paris - Tours,1.Pro,Men,FRA,0,Future Race
535,2023_152,2023,08.10-15.10,2023/10/08,2023/10/15,152,Tour of Türkiye,2.1,Men,TUR,0,Future Race
536,2023_18934,2023,10.10-11.10,2023/10/10,2023/10/11,18934,Tour of Wenzhou,2.2,Women,CHN,0,Future Race
537,2023_183,2023,11.10,2023/10/11,2023/10/11,183,Giro del Veneto,1.Pro,Men,ITA,0,Future Race
538,2023_7591,2023,12.10-17.10,2023/10/12,2023/10/17,7591,Gree - Tour of Guangxi,2.UWT,Men,CHN,0,Future Race
539,2023_9060,2023,12.10-14.10,2023/10/12,2023/10/14,9060,Tour of Chongming Island,2.WWT,Women,CHN,0,Future Race
540,2023_18951,2023,14.10-16.10,2023/10/14,2023/10/16,18951,Trans-Himalaya Cycling Race,2.2,Men,CHN,0,Future Race
541,2023_154,2023,15.10,2023/10/15,2023/10/15,154,Chrono des Nations,1.1,Men,FRA,0,Future Race
542,2023_9911,2023,15.10,2023/10/15,2023/10/15,9911,Chrono des Nations,1.1,Women,FRA,0,Future Race
543,2023_463,2023,15.10,2023/10/15,2023/10/15,463,Chrono des Nations,1.2U,Men,FRA,0,Future Race
544,2023_95,2023,15.10,2023/10/15,2023/10/15,95,Japan Cup,1.Pro,Men,JPN,0,Future Race
545,2023_15208,2023,15.10,2023/10/15,2023/10/15,15208,Veneto Classic,1.Pro,Men,ITA,0,Future Race
546,2023_9059,2023,17.10,2023/10/17,2023/10/17,9059,Tour of Guangxi,1.WWT,Women,CHN,0,Future Race
